599.000000.1	-0.058248
600.000000.1	-0.022728
601.000000.1	0.026266
602.000000.1	0.079621
603.000000.1	0.126930
604.000000.1	0.159171
605.000000.1	0.170776
606.000000.1	0.161165
607.000000.1	0.134856
608.000000.1	0.099491
609.000000.1	0.063065
610.000000.1	0.032087
611.000000.1	0.010786
612.000000.1	0.000621
613.000000.1	0.000302
614.000000.1	0.007080
615.000000.1	0.018665
616.000000.1	0.034309
617.000000.1	0.054359
618.000000.1	0.078601
619.000000.1	0.104371
620.000000.1	0.125898
621.000000.1	0.136248
622.000000.1	0.130710
623.000000.1	0.108623
624.000000.1	0.072857
625.000000.1	0.028839
626.000000.1	-0.016048
627.000000.1	-0.053926
628.000000.1	-0.078965
629.000000.1	-0.088982
630.000000.1	-0.085275
631.000000.1	-0.071890
632.000000.1	-0.054789
633.000000.1	-0.040308
634.000000.1	-0.033162
635.000000.1	-0.035357
636.000000.1	-0.046441
637.000000.1	-0.064288
638.000000.1	-0.085800
639.000000.1	-0.107333
640.000000.1	-0.124892
641.000000.1	-0.134328
642.000000.1	-0.131791
643.000000.1	-0.114427
644.000000.1	-0.081246
645.000000.1	-0.034195
646.000000.1	0.021013
647.000000.1	0.075493
648.000000.1	0.119503
649.000000.1	0.144862
650.000000.1	0.146341
651.000000.1	0.122640
652.000000.1	0.077225
653.000000.1	0.017748
654.000000.1	-0.046350
655.000000.1	-0.106338
656.000000.1	-0.155614
657.000000.1	-0.190412
658.000000.1	-0.210139
659.000000.1	-0.216660
660.000000.1	-0.212399
661.000000.1	-0.198629
662.000000.1	-0.175153
663.000000.1	-0.141287
664.000000.1	-0.097416
665.000000.1	-0.046416
666.000000.1	0.005622
667.000000.1	0.050341
668.000000.1	0.080175
669.000000.1	0.091281
670.000000.1	0.084121
671.000000.1	0.062767
672.000000.1	0.034491
673.000000.1	0.008777
674.000000.1	-0.005539
675.000000.1	-0.003397
676.000000.1	0.015418
677.000000.1	0.046936
678.000000.1	0.084055
679.000000.1	0.117904
680.000000.1	0.139940
681.000000.1	0.143952
682.000000.1	0.127197
683.000000.1	0.091199
684.000000.1	0.041939
685.000000.1	-0.011661
686.000000.1	-0.060116
687.000000.1	-0.095081
688.000000.1	-0.110725
689.000000.1	-0.105418
690.000000.1	-0.082765
691.000000.1	-0.050364
692.000000.1	-0.016919
693.000000.1	0.010088
694.000000.1	0.025559
695.000000.1	0.027495
696.000000.1	0.017360
697.000000.1	-0.000546
698.000000.1	-0.020262
699.000000.1	-0.035059
700.000000.1	-0.038300
701.000000.1	-0.025153
702.000000.1	0.004964
703.000000.1	0.047190
704.000000.1	0.092834
705.000000.1	0.132343
706.000000.1	0.157601
707.000000.1	0.163798
708.000000.1	0.151135
709.000000.1	0.124885
710.000000.1	0.092994
711.000000.1	0.063136
712.000000.1	0.041119
713.000000.1	0.030275
714.000000.1	0.031031
715.000000.1	0.041126
716.000000.1	0.057118
717.000000.1	0.076233
718.000000.1	0.097015
719.000000.1	0.118361
720.000000.1	0.137673
721.000000.1	0.149923
722.000000.1	0.149469
723.000000.1	0.133417
724.000000.1	0.102987
725.000000.1	0.062443
726.000000.1	0.017800
727.000000.1	-0.023989
728.000000.1	-0.056576
729.000000.1	-0.076327
730.000000.1	-0.082995
731.000000.1	-0.078838
732.000000.1	-0.067828
733.000000.1	-0.055173
734.000000.1	-0.046021
735.000000.1	-0.043629
736.000000.1	-0.048707
737.000000.1	-0.060143
738.000000.1	-0.075920
739.000000.1	-0.093635
740.000000.1	-0.110635
741.000000.1	-0.123941
742.000000.1	-0.130157
743.000000.1	-0.125672
744.000000.1	-0.107332
745.000000.1	-0.073643
746.000000.1	-0.026316
747.000000.1	0.028634
748.000000.1	0.081641
749.000000.1	0.122338
750.000000.1	0.142213
751.000000.1	0.136078
752.000000.1	0.103227
753.000000.1	0.048371
754.000000.1	-0.019331
755.000000.1	-0.089283
756.000000.1	-0.152251
757.000000.1	-0.201667
758.000000.1	-0.234252
759.000000.1	-0.250281
760.000000.1	-0.252576
761.000000.1	-0.244217
762.000000.1	-0.226691
763.000000.1	-0.199731
764.000000.1	-0.162548
765.000000.1	-0.115577
766.000000.1	-0.061936
767.000000.1	-0.007945
768.000000.1	0.038253
769.000000.1	0.069874
770.000000.1	0.083884
771.000000.1	0.081070
772.000000.1	0.065446
773.000000.1	0.044091
774.000000.1	0.026016
775.000000.1	0.019141
776.000000.1	0.027515
777.000000.1	0.050653
778.000000.1	0.084269
779.000000.1	0.121336
780.000000.1	0.153580
781.000000.1	0.173474
782.000000.1	0.175640
783.000000.1	0.157434
784.000000.1	0.119957
785.000000.1	0.068879
786.000000.1	0.013085
787.000000.1	-0.037967
788.000000.1	-0.076037
789.000000.1	-0.095325
790.000000.1	-0.094264
791.000000.1	-0.076775
792.000000.1	-0.050786
793.000000.1	-0.024916
794.000000.1	-0.006180
795.000000.1	0.000851
796.000000.1	-0.005318
797.000000.1	-0.022691
798.000000.1	-0.046646
799.000000.1	-0.071529
800.000000.1	-0.091617
801.000000.1	-0.101421
802.000000.1	-0.096059
803.000000.1	-0.072449
804.000000.1	-0.031231
805.000000.1	0.022054
806.000000.1	0.078057
807.000000.1	0.126393
808.000000.1	0.158395
809.000000.1	0.169081
810.000000.1	0.158208
811.000000.1	0.130082
812.000000.1	0.091871
813.000000.1	0.051234
814.000000.1	0.014627
815.000000.1	-0.013530
816.000000.1	-0.031372
817.000000.1	-0.039540
818.000000.1	-0.040002
819.000000.1	-0.034306
820.000000.1	-0.022606
821.000000.1	-0.004016
822.000000.1	0.021996
823.000000.1	0.053892
824.000000.1	0.086903
825.000000.1	0.113536
826.000000.1	0.126299
827.000000.1	0.120874
828.000000.1	0.097280
829.000000.1	0.059244
830.000000.1	0.013519
831.000000.1	-0.031013
832.000000.1	-0.065650
833.000000.1	-0.084750
834.000000.1	-0.087058
835.000000.1	-0.075235
836.000000.1	-0.054861
837.000000.1	-0.033189
838.000000.1	-0.017248
839.000000.1	-0.011820
840.000000.1	-0.018487
841.000000.1	-0.035925
842.000000.1	-0.060750
843.000000.1	-0.088402
844.000000.1	-0.113798
845.000000.1	-0.131823
846.000000.1	-0.137925
847.000000.1	-0.128839
848.000000.1	-0.103305
849.000000.1	-0.062659
850.000000.1	-0.011239
851.000000.1	0.043921
852.000000.1	0.094451
853.000000.1	0.132541
854.000000.1	0.152371
855.000000.1	0.150903
856.000000.1	0.128513
857.000000.1	0.089157
858.000000.1	0.039385
859.000000.1	-0.013442
860.000000.1	-0.062696
861.000000.1	-0.103442
862.000000.1	-0.133004
863.000000.1	-0.150947
864.000000.1	-0.158137
865.000000.1	-0.155369
866.000000.1	-0.142598
867.000000.1	-0.119206
868.000000.1	-0.085042
869.000000.1	-0.041648
870.000000.1	0.006692
871.000000.1	0.052653
872.000000.1	0.087391
873.000000.1	0.103874
874.000000.1	0.099586
875.000000.1	0.076763
876.000000.1	0.041447
877.000000.1	0.002649
878.000000.1	-0.029354
879.000000.1	-0.046235
880.000000.1	-0.044365
881.000000.1	-0.025229
882.000000.1	0.005694
883.000000.1	0.040198
884.000000.1	0.068959
885.000000.1	0.083892
886.000000.1	0.080304
887.000000.1	0.057877
888.000000.1	0.020521
889.000000.1	-0.024719
890.000000.1	-0.069417
891.000000.1	-0.105356
892.000000.1	-0.125779
893.000000.1	-0.126667
894.000000.1	-0.107942
895.000000.1	-0.073679
896.000000.1	-0.030834
897.000000.1	0.012840
898.000000.1	0.050674
899.000000.1	0.078222
900.000000.1	0.093840
901.000000.1	0.098659
902.000000.1	0.096003
903.000000.1	0.090414
904.000000.1	0.086248
905.000000.1	0.085987
906.000000.1	0.089317
907.000000.1	0.093805
908.000000.1	0.096242
909.000000.1	0.093702
910.000000.1	0.084499
911.000000.1	0.069364
912.000000.1	0.051862
913.000000.1	0.037127
914.000000.1	0.029848
915.000000.1	0.032903
916.000000.1	0.046840
917.000000.1	0.069668
918.000000.1	0.097176
919.000000.1	0.123914
920.000000.1	0.144245
921.000000.1	0.152915
922.000000.1	0.145828
923.000000.1	0.121738
924.000000.1	0.083612
925.000000.1	0.037823
926.000000.1	-0.007923
927.000000.1	-0.046188
928.000000.1	-0.071123
929.000000.1	-0.080275
930.000000.1	-0.075728
931.000000.1	-0.062893
932.000000.1	-0.048076
933.000000.1	-0.036851
934.000000.1	-0.033249
935.000000.1	-0.038963
936.000000.1	-0.052892
937.000000.1	-0.071912
938.000000.1	-0.092309
939.000000.1	-0.110742
940.000000.1	-0.124468
941.000000.1	-0.131100
942.000000.1	-0.128233
943.000000.1	-0.113326
944.000000.1	-0.084395
945.000000.1	-0.041722
946.000000.1	0.547924
947.000000.1	0.063984
948.000000.1	0.109455
949.000000.1	0.138300
950.000000.1	0.144415
951.000000.1	0.125345
952.000000.1	0.083367
953.000000.1	0.025212
954.000000.1	-0.039977
955.000000.1	-0.103126
956.000000.1	-0.156889
957.000000.1	-0.196628
958.000000.1	-0.220897
959.000000.1	-0.230918
960.000000.1	-0.228956
961.000000.1	-0.216645
962.000000.1	-0.194368
963.000000.1	-0.161820
964.000000.1	-0.119224
965.000000.1	-0.068694
966.000000.1	-0.015266
967.000000.1	0.033289
968.000000.1	0.068923
969.000000.1	0.086658
970.000000.1	0.085900
971.000000.1	0.069846
972.000000.1	0.044933
973.000000.1	0.020169
974.000000.1	0.004740
975.000000.1	0.004655
976.000000.1	0.021111
977.000000.1	0.051007
978.000000.1	0.088024
979.000000.1	0.123766
980.000000.1	0.149591
981.000000.1	0.158704
982.000000.1	0.147393
983.000000.1	0.115791
984.000000.1	0.068558
985.000000.1	0.014046
986.000000.1	-0.038109
987.000000.1	-0.079076
988.000000.1	-0.102158
989.000000.1	-0.104318
990.000000.1	-0.087707
991.000000.1	-0.059227
992.000000.1	-0.027761
993.000000.1	-0.001337
994.000000.1	0.014308
995.000000.1	0.016398
996.000000.1	0.005645
997.000000.1	-0.014103
998.000000.1	-0.037151
999.000000.1	-0.057072
